dep,arr,arr_ko,month,flights,pax,dlat,dlon,alat,alon,air_km,air_min
ICN,OBO,오비히로,12,18,2101,37.469101,126.450996,42.7332992554,143.216995239,1538.0606521696477,140.35454891272357
ICN,OIT,오이다,12,62,10495,37.469101,126.450996,33.479400634799994,131.736999512,652.4181816151923,73.93136362113943
ICN,YGJ,요나고,12,44,8269,37.469101,126.450996,35.492199,133.235992,645.0343685638173,73.3775776422863
ICN,IBR,이바라키,12,27,2255,37.469101,126.450996,36.181456,140.414434,1249.9046094836297,118.74284571127222
ICN,ISG,이시가키,12,44,5875,37.469101,126.450996,24.396389,124.245,1468.6315907349608,135.14736930512206
ICN,KOJ,카고시마,12,186,30253,37.469101,126.450996,31.8034,130.718994,740.9728577783167,80.57296433337375
ICN,KKJ,키타큐슈,12,38,4595,37.469101,126.450996,33.845901,131.035004,577.6338075069406,68.32253556302055
ICN,HKD,하꼬다데,12,34,5339,37.469101,126.450996,41.77,140.822006,1318.5068640563172,123.88801480422379
ICN,FUK,후쿠오카,12,1344,293927,37.469101,126.450996,33.585899353027344,130.4510040283203,563.3190605808336,67.24892954356253
ICN,HIJ,히로시마,12,124,20595,37.469101,126.450996,34.4361,132.919006,672.5860583939241,75.44395437954431
CJU,KIX,간사이,1,62,10845,33.512058,126.492548,34.427299,135.244003,813.1667179962355,85.98750384971767
CJU,NRT,도쿄 나리타,1,28,4492,33.512058,126.492548,35.76858,140.388714,1294.6159926315286,122.09619944736464
CJU,KIX,간사이,2,54,9838,33.512058,126.492548,34.427299,135.244003,813.1667179962355,85.98750384971767
CJU,NRT,도쿄 나리타,2,23,3957,33.512058,126.492548,35.76858,140.388714,1294.6159926315286,122.09619944736464
CJU,KIX,간사이,3,62,10920,33.512058,126.492548,34.427299,135.244003,813.1667179962355,85.98750384971767
CJU,NRT,도쿄 나리타,3,26,4409,33.512058,126.492548,35.76858,140.388714,1294.6159926315286,122.09619944736464
CJU,KIX,간사이,4,60,10804,33.512058,126.492548,34.427299,135.244003,813.1667179962355,85.98750384971767
CJU,NRT,도쿄 나리타,4,26,4182,33.512058,126.492548,35.76858,140.388714,1294.6159926315286,122.09619944736464
CJU,KIX,간사이,5,62,11316,33.512058,126.492548,34.427299,135.244003,813.1667179962355,85.98750384971767
CJU,NRT,도쿄 나리타,5,26,4045,33.512058,126.492548,35.76858,140.388714,1294.6159926315286,122.09619944736464
CJU,KIX,간사이,6,60,10796,33.512058,126.492548,34.427299,135.244003,813.1667179962355,85.98750384971767
CJU,NRT,도쿄 나리타,6,26,4267,33.512058,126.492548,35.76858,140.388714,1294.6159926315286,122.09619944736464
CJU,KIX,간사이,7,62,10533,33.512058,126.492548,34.427299,135.244003,813.1667179962355,85.98750384971767
CJU,NRT,도쿄 나리타,7,26,3933,33.512058,126.492548,35.76858,140.388714,1294.6159926315286,122.09619944736464
CJU,KIX,간사이,8,62,11031,33.512058,126.492548,34.427299,135.244003,813.1667179962355,85.98750384971767
CJU,NRT,도쿄 나리타,8,28,4803,33.512058,126.492548,35.76858,140.388714,1294.6159926315286,122.09619944736464
CJU,KIX,간사이,9,60,10471,33.512058,126.492548,34.427299,135.244003,813.1667179962355,85.98750384971767
CJU,KMJ,구마모도,9,4,465,33.512058,126.492548,32.837299,130.854996,412.8569315036451,55.96426986277338
CJU,NRT,도쿄 나리타,9,24,4107,33.512058,126.492548,35.76858,140.388714,1294.6159926315286,122.09619944736464
CJU,KIX,간사이,10,62,11000,33.512058,126.492548,34.427299,135.244003,813.1667179962355,85.98750384971767
CJU,NRT,도쿄 나리타,10,30,5244,33.512058,126.492548,35.76858,140.388714,1294.6159926315286,122.09619944736464
CJU,CTS,삿보로(치토세),10,5,486,33.512058,126.492548,42.774753,141.690414,1676.9933903149363,150.7745042736202
CJU,OKA,오끼나와,10,4,749,33.512058,126.492548,26.192437,127.639804,821.370409854135,86.60278073906012
CJU,KIX,간사이,11,60,10684,33.512058,126.492548,34.427299,135.244003,813.1667179962355,85.98750384971767
CJU,NRT,도쿄 나리타,11,34,6048,33.512058,126.492548,35.76858,140.388714,1294.6159926315286,122.09619944736464
CJU,TKS,도쿠시마,11,4,440,33.512058,126.492548,34.132559,134.607816,752.6317111456141,81.44737833592106
CJU,HIJ,히로시마,11,4,500,33.512058,126.492548,34.4361,132.919006,601.3333031676841,70.0999977375763
CJU,KIX,간사이,12,62,9951,33.512058,126.492548,34.427299,135.244003,813.1667179962355,85.98750384971767
CJU,NRT,도쿄 나리타,12,36,5842,33.512058,126.492548,35.76858,140.388714,1294.6159926315286,122.09619944736464
CJU,FUK,후쿠오카,12,14,2393,33.512058,126.492548,33.585899353027344,130.4510040283203,366.90509950092036,52.51788246256903
CJU,HIJ,히로시마,12,2,237,33.512058,126.492548,34.4361,132.919006,601.3333031676841,70.0999977375763
